형태소,품사,분류,카운트
아씨,Noun,10,1
아아,Exclamation,8,1
아아,Noun,10,1
아악,Noun,8,1
아앙,Noun,7,1
아앙,Noun,10,1
아애,Noun,8,1
아야,Noun,10,1
아역배우,Noun,7,1
아예,Noun,1,2
아예,Noun,4,1
아예,Noun,6,2
아예,Noun,7,1
아예,Noun,10,5
아웃,Noun,8,1
아유,Noun,10,1
아이,Noun,1,5
아이,Noun,2,3
아이,Noun,3,3
아이,Noun,4,7
아이,Noun,5,5
아이,Noun,6,31
아이,Noun,7,18
아이,Noun,8,107
아이,Noun,9,34
아이,Noun,10,304
아이고,Exclamation,10,2
아이러니,Noun,6,2
아이러니,Noun,8,2
아이맥,Noun,6,1
아이맥스,Noun,1,2
아이맥스,Noun,2,1
아이맥스,Noun,4,1
아이맥스,Noun,6,2
아이맥스,Noun,7,3
아이맥스,Noun,8,3
아이맥스,Noun,9,9
아이맥스,Noun,10,56
아이스,Noun,10,1
아이스에이지,Noun,4,1
아이스에이지,Noun,10,1
아이언맨,Noun,8,1
아이언맨,Noun,10,3
아자,Exclamation,7,1
아저씨,Noun,5,1
아저씨,Noun,7,1
아저씨,Noun,9,1
아주,Noun,4,1
아주,Noun,6,2
아주,Noun,7,1
아주,Noun,8,11
아주,Noun,9,6
아주,Noun,10,31
아주아주,Adverb,10,2
아줌마,Noun,6,2
아즈벤,Noun,9,2
아즈벤,Noun,10,1
아직,Adverb,1,1
아직,Adverb,2,1
아직,Adverb,4,1
아직,Adverb,6,3
아직,Adverb,8,5
아직,Adverb,9,1
아직,Adverb,10,7
아직도,Adverb,4,1
아직도,Adverb,8,1
아직도,Adverb,10,1
아치,Noun,4,1
아치,Noun,10,1
아침,Noun,8,1
아침,Noun,10,8
아카펠라,Noun,6,1
아카펠라,Noun,8,1
아쿠아,Noun,6,1
아트,Noun,10,2
아파,Adjective,10,1
아팠네요,Adjective,9,1
아프고,Adjective,8,1
아프긴,Adjective,8,1
아프리,Adjective,7,1
아프리카,Noun,1,1
아프리카,Noun,6,2
아프리카,Noun,7,1
아프리카,Noun,8,6
아프리카,Noun,9,5
아프리카,Noun,10,26
아프지,Adjective,10,3
아플,Adjective,10,1
아픔,Noun,10,1
아하,Noun,10,1
아홉,Determiner,8,1
아흥,Noun,6,1
악,Exclamation,6,1
악,Noun,8,2
악당,Noun,7,1
악당,Noun,10,1
악랄했어야,Adjective,8,1
악세사리,Noun,10,1
악센트,Noun,10,1
악습,Noun,10,1
악역,Noun,3,1
악역,Noun,4,2
악역,Noun,7,2
악역,Noun,9,3
악역,Noun,10,2
악의,Noun,2,1
악의,Noun,10,1
악질,Noun,10,1
악평,Noun,1,1
악평,Noun,9,1
악평,Noun,10,4
악플달고,Verb,10,1
안,Noun,1,3
안,Noun,2,2
안,Noun,3,3
안,Noun,4,4
안,Noun,5,3
안,Noun,6,8
안,Noun,7,8
안,Noun,8,14
안,Noun,9,20
안,Noun,10,79
안,VerbPrefix,1,17
안,VerbPrefix,2,13
안,VerbPrefix,3,2
안,VerbPrefix,4,13
안,VerbPrefix,5,6
안,VerbPrefix,6,33
안,VerbPrefix,7,11
안,VerbPrefix,8,27
안,VerbPrefix,9,19
안,VerbPrefix,10,121
안가네요,Verb,10,1
안가는,Verb,9,1
안가더라,Verb,6,1
안가도록,Verb,8,1
안간힘,Noun,10,1
안감,Noun,2,1
안감,Noun,8,2
안감,Noun,10,1
안겨,Verb,10,1
안겨있는,Verb,10,1
안경,Noun,10,1
안고,Noun,2,1
안고,Noun,3,1
안고,Noun,7,1
안고,Noun,9,1
안고,Noun,10,1
안나,Noun,6,1
안나,Noun,7,1
안나,Noun,8,3
안나,Noun,10,6
안나는데,Verb,10,1
안남,Noun,6,1
안남,Noun,8,1
안남,Noun,10,5
안녕,Noun,10,1
안다,Verb,10,2
안다는,Verb,6,1
안되,Adjective,4,1
안되,Adjective,10,2
안되게,Adjective,10,1
안되고,Adjective,1,2
안되고,Adjective,2,1
안되고,Adjective,3,1
안되고,Adjective,4,4
안되고,Adjective,5,1
안되고,Adjective,6,4
안되고,Adjective,7,2
안되고,Adjective,8,1
안되고,Adjective,10,1
안되긴,Adjective,8,1
안되나요,Adjective,10,1
안되네,Adjective,4,1
안되네,Adjective,6,2
안되네요,Adjective,6,1
안되네요,Adjective,8,1
안되네요,Adjective,10,2
안되는,Adjective,1,3
안되는,Adjective,6,3
안되는,Adjective,7,2
안되는,Adjective,8,3
안되는,Adjective,10,2
안되는거,Adjective,8,1
안되는거,Adjective,9,1
안되는거고,Adjective,8,1
안되는게,Adjective,7,1
안되는게,Adjective,10,1
안되는데,Adjective,8,1
안되는듯,Adjective,6,1
안되다,Adjective,5,1
안되더라,Adjective,6,1
안되서,Adjective,1,1
안되서,Adjective,5,2
안되서,Adjective,8,2
안되어,Adjective,3,1
안되어,Adjective,8,2
안되요,Adjective,6,1
안되요,Adjective,10,1
안되잖아요,Adjective,2,1
안되지,Adjective,8,1
안되지만,Adjective,2,1
안된거,Adjective,10,1
안된게,Adjective,5,1
안된다,Adjective,1,1
안된다,Adjective,2,1
안된다,Adjective,3,1
안된다,Adjective,6,2
안된다,Adjective,7,1
안된다,Adjective,8,1
안된다,Adjective,10,1
안된다고,Adjective,9,1
안된다고,Adjective,10,2
안된다는,Adjective,7,1
안된다는,Adjective,10,1
안된다는데,Adjective,10,1
안될,Adjective,8,1
안될,Adjective,10,1
안될듯,Adjective,10,1
안될만큼,Adjective,1,1
안될수도,Adjective,9,1
안됨,Adjective,1,4
안됨,Adjective,2,1
안됨,Adjective,4,4
안됨,Adjective,6,10
안됨,Adjective,7,2
안됨,Adjective,8,3
안됨,Adjective,9,1
안됨,Adjective,10,3
안됩니다,Adjective,6,1
안됬다,Adjective,2,1
안됬어요,Adjective,6,1
안됬음,Adjective,8,2
안드네,Noun,10,1
안듬,Noun,7,1
안마,Noun,8,1
안면,Noun,8,1
안목,Noun,10,1
안방,Noun,10,1
안보,Noun,1,3
안보,Noun,2,1
안보,Noun,4,1
안보,Noun,5,1
안보,Noun,6,7
안보,Noun,8,7
안보,Noun,9,4
안보,Noun,10,24
안성맞춤,Noun,10,1
안습,Noun,8,1
안쓰러워서,Adjective,8,1
안쓰러웠다,Adjective,2,1
안쓰러웠음,Adjective,10,1
안아,Verb,10,2
안아까,Verb,10,2
안았을까,Verb,8,1
안영화,Noun,10,1
안울려고,Verb,10,1
안이하게,Adjective,5,1
안일함이,Adjective,1,1
안자려고,Verb,2,1
안전한,Adjective,8,1
안정,Noun,1,1
안정,Noun,10,1
안좋,Adjective,10,2
안좋게,Adjective,1,1
안좋길래,Adjective,10,1
안좋더라,Adjective,6,1
안좋아,Adjective,8,1
안좋아,Adjective,9,1
안좋아서,Adjective,4,1
안좋아서,Adjective,10,3
안좋은,Adjective,2,1
안좋은,Adjective,9,2
안좋은,Adjective,10,9
안주,Noun,2,1
안줄수가,Verb,10,1
안치,Noun,10,1
안타까운건,Adjective,8,1
안타까워,Adjective,4,1
안타까워요,Adjective,10,1
안타까웠네요,Adjective,10,1
안타깝죠,Adjective,10,1
안타깝지만,Adjective,8,1
안티,Noun,3,1
안하나요,Verb,8,1
안하면,Verb,10,1
안함,Noun,5,1
안함,Noun,6,1
안해,Noun,8,2
안해,Noun,9,1
안해,Noun,10,4
앉는,Verb,10,1
앉아서,Verb,9,1
앉아서,Verb,10,2
앉아있다,Verb,2,1
앉아있었으면,Verb,8,1
앉은,Verb,6,2
않,Verb,1,1
않,Verb,5,1
않,Verb,8,2
않,Verb,10,3
않거나,Verb,6,1
않게,Verb,7,1
않게,Verb,10,7
않게잘,Verb,9,1
않겠다,Verb,10,1
않겠어요,Verb,6,1
않고,Verb,1,5
않고,Verb,2,1
않고,Verb,4,5
않고,Verb,5,2
않고,Verb,6,4
않고,Verb,7,6
않고,Verb,8,4
않고,Verb,9,6
않고,Verb,10,24
않고실사,Verb,7,1
않고요,Verb,4,1
않구,Verb,10,1
않기,Verb,10,2
않긴,Verb,8,1
않길래,Verb,10,1
않나,Verb,4,1
않나,Verb,6,1
않나,Verb,8,1
않나,Verb,10,2
않네,Verb,7,1
않네,Verb,8,1
않네,Verb,9,1
않네,Verb,10,2
않네요,Verb,4,1
않네요,Verb,6,2
않네요,Verb,9,1
않네요,Verb,10,6
않네용,Verb,10,1
않는,Verb,1,1
않는,Verb,2,2
않는,Verb,4,5
않는,Verb,6,3
않는,Verb,7,2
않는,Verb,8,4
않는,Verb,9,2
않는,Verb,10,11
않는건,Verb,8,1
않는건,Verb,9,1
않는게,Verb,8,1
않는게,Verb,10,1
않는구나,Verb,6,1
않는군,Verb,10,1
않는군요,Verb,10,1
않는다,Verb,2,1
않는다,Verb,3,1
않는다,Verb,5,2
않는다,Verb,6,1
않는다,Verb,8,2
않는다,Verb,9,2
않는다,Verb,10,5
않는다는,Verb,7,1
않는다는,Verb,8,1
않는다는,Verb,10,1
않는다라고,Verb,10,1
않는다면,Verb,8,1
않는단,Verb,8,1
않는데,Verb,10,1
않는듯,Verb,10,2
않는지,Verb,9,1
않다,Verb,1,2
않다,Verb,2,1
않다,Verb,6,1
않다,Verb,7,1
않다,Verb,8,3
않다,Verb,9,1
않다,Verb,10,6
않다고,Verb,10,1
않다는,Verb,9,1
않더라구요,Verb,10,1
않더라도,Verb,9,1
않던,Verb,8,1
않던데,Verb,10,1
않던데요,Verb,10,1
않듯이,Verb,10,1
않습니다,Verb,5,1
않습니다,Verb,6,1
않습니다,Verb,9,1
않습니다,Verb,10,2
않아,Verb,1,1
않아,Verb,5,3
않아,Verb,6,1
않아,Verb,7,3
않아,Verb,8,7
않아,Verb,9,1
않아,Verb,10,3
않아도,Verb,8,1
않아도,Verb,10,7
않아서,Verb,1,2
않아서,Verb,2,1
않아서,Verb,3,1
않아서,Verb,4,1
않아서,Verb,5,1
않아서,Verb,6,5
않아서,Verb,7,1
않아서,Verb,8,6
않아서,Verb,9,2
않아서,Verb,10,9
않아요,Verb,4,2
않아요,Verb,6,2
않아요,Verb,7,1
않아요,Verb,8,3
않아요,Verb,9,3
않아요,Verb,10,9
않아있네요,Verb,6,1
않아있지만,Verb,10,1
않앗는데,Verb,5,1
않았,Verb,8,1
않았고,Verb,1,1
않았고,Verb,2,1
않았고,Verb,5,1
않았고,Verb,8,2
않았고,Verb,10,5
않았구요,Verb,8,1
않았군,Verb,8,1
않았나,Verb,6,2
않았나,Verb,7,1
않았나,Verb,8,1
않았네요,Verb,6,1
않았네요,Verb,8,1
않았네요,Verb,9,1
않았는데,Verb,5,1
않았는데,Verb,6,1
않았는데,Verb,10,4
않았다,Verb,4,1
않았다,Verb,6,5
않았다,Verb,7,1
않았다,Verb,8,5
않았다,Verb,9,1
않았다,Verb,10,4
않았다는게,Verb,8,1
않았다면,Verb,10,1
않았던,Verb,6,2
않았던,Verb,8,1
않았던,Verb,10,3
않았습니다,Verb,6,1
않았습니다,Verb,7,1
않았습니다,Verb,9,1
않았습니다,Verb,10,2
않았어,Verb,8,1
않았어요,Verb,4,1
않았어요,Verb,5,1
않았어요,Verb,6,4
않았어요,Verb,8,1
않았어요,Verb,9,1
않았어요,Verb,10,2
않았으나,Verb,7,1
않았으나,Verb,8,1
않았으나,Verb,9,1
않았으면,Verb,9,1
않았을,Verb,2,1
않았을,Verb,9,1
않았을,Verb,10,1
않았을까,Verb,4,1
않았을까,Verb,7,1
않았을까,Verb,9,1
않았을텐데,Verb,5,1
않았음,Verb,6,3
않았음,Verb,8,4
않았음,Verb,9,2
않았음,Verb,10,2
않았지만,Verb,6,2
않았지만,Verb,7,5
않았지만,Verb,8,3
않았지만,Verb,9,1
않았지만,Verb,10,2
않으나,Verb,9,1
않으니,Verb,4,1
않으니,Verb,8,1
않으니까,Verb,9,1
않으려,Verb,10,1
않으려면,Verb,10,1
않으면,Verb,1,1
않으면,Verb,8,2
않으셨나요,Verb,6,1
않은,Verb,2,1
않은,Verb,4,2
않은,Verb,7,3
않은,Verb,8,7
않은,Verb,9,1
않은,Verb,10,15
않은거,Verb,8,1
않은거,Verb,9,1
않은건,Verb,9,1
않은건,Verb,10,1
않은게,Verb,10,1
않은다는,Verb,8,1
않은데,Verb,1,1
않은데,Verb,6,1
않은데,Verb,8,2
않은데,Verb,10,2
않은데신,Verb,8,1
않을,Verb,6,1
않을,Verb,8,2
않을,Verb,9,1
않을,Verb,10,11
않을거,Verb,10,2
않을것이고,Verb,9,1
않을까,Verb,2,1
않을까,Verb,4,1
않을까,Verb,8,2
않을까,Verb,10,5
않을까요,Verb,8,1
않을까요,Verb,10,1
않을만큼,Verb,9,1
않을만큼,Verb,10,2
않음,Verb,1,2
않음,Verb,2,4
않음,Verb,5,1
않음,Verb,6,7
않음,Verb,7,3
않음,Verb,8,8
않음,Verb,10,6
않자고,Verb,10,1
않지,Verb,8,1
않지,Verb,10,1
않지만,Verb,6,2
않지만,Verb,8,4
않지만,Verb,9,1
않지만,Verb,10,8
않하고,Verb,10,1
알,Noun,1,3
알,Noun,2,3
알,Noun,3,1
알,Noun,4,3
알,Noun,5,3
알,Noun,6,5
알,Noun,7,5
알,Noun,8,7
알,Noun,9,9
알,Noun,10,40
알거,Verb,8,2
알거에요,Verb,5,1
알것,Verb,6,1
알겠,Verb,8,1
알겠냐,Verb,10,1
알겠는데,Verb,6,3
알겠는데,Verb,10,1
알겠다,Verb,4,1
알겠다,Verb,10,2
알겠어요,Verb,10,1
알겠지만,Verb,5,1
알겠지만,Verb,6,1
알고가면,Verb,2,1
알고는,Verb,7,1
알고보다,Verb,10,1
알고싶으면,Verb,2,1
알고싶지도,Verb,1,1
알고있는,Verb,4,1
알고있는,Verb,6,1
알고있는,Verb,8,3
알고있는,Verb,10,4
알고있는데도,Verb,10,3
알고있던,Verb,4,1
알고있던,Verb,6,1
알고있었지만,Verb,8,1
알고있었지만,Verb,10,1
알꺼라,Verb,1,1
알꺼예요,Verb,10,1
알더라고요,Verb,10,1
알던,Verb,1,1
알던,Verb,6,1
알던,Verb,7,1
알던,Verb,8,3
알던,Verb,10,1
알듯이,Verb,6,1
알라딘,Noun,1,16
알라딘,Noun,2,15
알라딘,Noun,3,7
알라딘,Noun,4,27
알라딘,Noun,5,21
알라딘,Noun,6,65
알라딘,Noun,7,29
알라딘,Noun,8,59
알라딘,Noun,9,19
알라딘,Noun,10,122
알람,Noun,6,1
알려,Verb,4,1
알려나,Verb,10,1
알려주질,Verb,10,1
알려진,Verb,1,1
알려진,Verb,4,1
알리,Noun,2,1
알리,Noun,8,1
알리,Noun,10,1
알리던,Verb,6,1
알리딘,Noun,1,1
알리딘,Noun,10,1
알린딘,Noun,6,1
알맹이,Noun,7,1
알면서,Verb,10,1
알면서도,Verb,10,2
알바,Noun,1,6
알바,Noun,2,1
알바,Noun,3,1
알바,Noun,4,2
알바,Noun,5,2
알바,Noun,6,1
알바,Noun,8,2
알바,Noun,10,11
알수,Verb,8,1
알수,Verb,9,1
알수,Verb,10,2
알수있게,Verb,5,1
알수있는,Verb,10,1
알수있다,Verb,5,1
알수있으는말,Verb,10,1
알수있음,Verb,10,1
알아,Verb,6,1
알아도,Verb,9,1
알아도,Verb,10,2
알아보겠음,Verb,10,1
알아보기,Verb,4,1
알아보기,Verb,6,1
알아보기,Verb,10,1
알아봤지,Verb,4,1
알아서,Verb,1,1
알아서,Verb,7,2
알아서,Verb,8,2
알아서,Verb,10,2
알아선,Verb,8,1
알아주는,Verb,10,1
알아챘습니다,Verb,10,1
알앗,Verb,2,1
알앗,Verb,10,1
알앗음,Verb,10,1
알았,Verb,2,1
알았,Verb,4,1
알았,Verb,10,2
알았건만,Verb,4,1
알았네,Verb,2,1
알았네요,Verb,8,1
알았네요,Verb,10,2
알았는데,Verb,4,1
알았는데,Verb,6,5
알았는데,Verb,7,1
알았는데,Verb,8,1
알았는데,Verb,9,1
알았는데,Verb,10,13
알았다,Verb,1,3
알았다,Verb,2,1
알았다,Verb,4,2
알았다,Verb,6,1
알았다,Verb,8,1
알았다,Verb,10,1
알았다가,Verb,10,1
알았당,Verb,10,1
알았더니,Verb,5,1
알았던,Verb,6,1
알았던,Verb,10,1
알았습니다,Verb,1,1
알았습니다,Verb,3,1
알았습니다,Verb,6,2
알았습니다,Verb,8,2
알았습니다,Verb,10,1
알았어요,Verb,1,1
알았어요,Verb,8,1
알았어요,Verb,10,2
알았으니,Verb,10,1
알았음,Verb,1,1
알았음,Verb,6,1
알았음,Verb,7,1
알았음,Verb,10,1
알았지만,Verb,6,1
알았지만,Verb,9,1
알았지만,Verb,10,1
알앤비,Noun,8,1
알엔비,Noun,10,1
알지못하는,Verb,10,1
알짝,Noun,8,1
알차게,Adjective,10,1
알차고,Adjective,10,1
알텐데,Verb,10,1
알파,Noun,5,1
알파,Noun,8,2
알파,Noun,10,1
앎,Verb,1,1
앓았어요,Verb,8,1
앓이,Noun,10,2
암,Modifier,6,3
암,Modifier,7,1
암,Modifier,8,3
암,Modifier,9,3
암,Modifier,10,2
암,Noun,8,1
암,Noun,9,3
암,Noun,10,2
암만,Noun,7,1
암사,Noun,8,1
암살,Noun,7,1
암캐,Noun,1,1
암컷,Noun,4,2
암컷,Noun,8,2
암컷,Noun,9,1
암컷,Noun,10,3
암튼,Adverb,6,1
암튼,Adverb,10,4
압,Noun,7,1
압,Noun,10,4
압권,Noun,7,1
압권,Noun,8,1
압권,Noun,10,3
압도,Noun,4,1
압도,Noun,6,1
압도,Noun,7,2
압도,Noun,8,2
압도,Noun,9,4
압도,Noun,10,14
압승,Noun,1,1
압승,Noun,6,1
압승입니,Noun,10,1
압축,Noun,8,1
앗,Noun,2,1
앗음,Verb,10,2
앙,Adverb,10,1
앙,Exclamation,9,1
앙,Exclamation,10,1
앜가운,Noun,1,1
앞,Noun,2,1
앞,Noun,5,3
앞,Noun,6,1
앞,Noun,7,2
앞,Noun,8,3
앞,Noun,9,3
앞,Noun,10,17
앞뒤,Noun,4,1
앞서,Noun,6,1
앞칸,Noun,10,1
애,Noun,1,10
애,Noun,2,3
애,Noun,4,11
애,Noun,5,5
애,Noun,6,21
애,Noun,7,14
애,Noun,8,33
애,Noun,9,6
애,Noun,10,67
애가,Noun,8,1
애가,Noun,10,3
애기,Noun,1,3
애기,Noun,2,3
애기,Noun,4,3
애기,Noun,6,8
애기,Noun,7,1
애기,Noun,8,9
애기,Noun,9,4
애기,Noun,10,38
애깅,Noun,10,1
애나,Noun,10,1
애니,Noun,1,21
애니,Noun,2,27
애니,Noun,3,3
애니,Noun,4,25
애니,Noun,5,16
애니,Noun,6,89
애니,Noun,7,41
애니,Noun,8,119
애니,Noun,9,45
애니,Noun,10,284
애니매이션,Noun,1,2
애니매이션,Noun,2,5
애니매이션,Noun,4,1
애니매이션,Noun,5,3
애니매이션,Noun,6,9
애니매이션,Noun,7,5
애니매이션,Noun,8,7
애니매이션,Noun,9,4
애니매이션,Noun,10,25
애니메,Noun,5,1
애니메,Noun,9,1
애니메이션,Noun,1,24
애니메이션,Noun,2,21
애니메이션,Noun,3,6
애니메이션,Noun,4,28
애니메이션,Noun,5,27
애니메이션,Noun,6,87
애니메이션,Noun,7,49
애니메이션,Noun,8,95
애니메이션,Noun,9,41
애니메이션,Noun,10,230
애니메이션영화,Noun,2,1
애니메이션영화,Noun,6,1
애니상,Noun,8,1
애닌데,Noun,7,1
애도,Noun,10,1
애드리브,Noun,5,1
애드리브,Noun,6,1
애드리브,Noun,7,1
애드리브,Noun,9,1
애드리브,Noun,10,1
애드립,Noun,2,1
애드립,Noun,4,3
애드립,Noun,7,2
애드립,Noun,8,3
애드립,Noun,10,3
애때매,Noun,6,1
애매,Noun,8,2
애매모호함,Adjective,7,1
애매하게,Adjective,7,1
애매하다,Adjective,5,1
애매한,Adjective,6,2
애매한,Adjective,8,1
애매했어요,Adjective,6,1
애매했음,Adjective,8,1
애먹었슴,Noun,8,1
애메함,Noun,6,1
애벌레,Noun,9,2
애시,Noun,10,1
애써,Verb,10,1
애애애박,Noun,10,1
애정,Noun,10,1
애처,Noun,10,1
애초,Noun,1,1
애초,Noun,6,1
애초,Noun,10,5
애틋함,Adjective,10,1
액션,Noun,6,1
액션,Noun,7,1
액션,Noun,8,1
액션,Noun,9,1
액션,Noun,10,3
액션씬,Noun,6,1
액션씬,Noun,10,1
앤디,Noun,10,1
앨범,Noun,10,1
앵,Adverb,8,1
앵글,Noun,7,1
앵무새,Noun,10,1
야,Exclamation,8,1
야,Exclamation,10,5
야,Josa,1,2
야,Josa,2,1
야,Josa,4,3
야,Josa,5,1
야,Josa,6,1
야,Josa,8,8
야,Josa,9,5
야,Josa,10,35
야니,Noun,4,1
야망,Noun,7,1
야박하진,Adjective,10,1
야생,Noun,3,1
야생,Noun,7,2
야생,Noun,8,1
야생,Noun,10,2
야생동물,Noun,2,1
야생동물,Noun,4,1
야수,Noun,3,1
야수,Noun,5,1
야수,Noun,6,1
야수,Noun,7,2
야수,Noun,8,1
야수,Noun,9,1
야수,Noun,10,4
야심,Noun,6,1
야심,Noun,7,1
야옹야옹,Adverb,10,1
야왕,Noun,7,1
야하는,Adjective,8,3
야하는,Adjective,10,8
야하는거,Adjective,10,1
야하는거지,Adjective,4,1
야하는데,Adjective,2,1
야하는데,Adjective,7,1
야하니,Adjective,4,1
야하지,Adjective,6,1
야하지,Adjective,10,1
야한다,Adjective,8,1
야한다,Adjective,10,6
야한다를,Adjective,8,1
야할,Adjective,5,1
야할,Adjective,6,2
야할,Adjective,7,1
야할,Adjective,9,1
야할,Adjective,10,6
야할꺼고,Adjective,8,1
야할듯,Adjective,2,1
야할듯,Adjective,6,1
야할듯,Adjective,7,1
야할듯,Adjective,8,1
야할듯,Adjective,10,3
야할지,Adjective,5,1
야할지,Adjective,6,1
야할텐데,Adjective,8,1
야함,Adjective,8,1
야함,Adjective,9,1
야함,Adjective,10,6
야합,Noun,10,2
야합니다,Adjective,10,2
야해서,Adjective,10,1
야해요,Adjective,8,1
야해요,Adjective,10,3
야했나,Adjective,3,1
야했네,Adjective,2,1
야했는데,Adjective,6,1
야했다니,Adjective,2,1
야했어야,Adjective,10,1
야흐,Noun,10,1
약,Modifier,1,1
약,Modifier,10,1
약,Noun,4,1
약,Noun,10,2
약간,Noun,2,1
약간,Noun,3,1
약간,Noun,4,1
약간,Noun,5,1
약간,Noun,6,12
약간,Noun,7,6
약간,Noun,8,19
약간,Noun,9,9
약간,Noun,10,13
약방,Noun,10,1
약점,Noun,6,1
약점,Noun,10,1
약하고,Adjective,4,1
약하고,Adjective,8,1
약하네요,Adjective,8,1
약하다고,Adjective,8,1
약한,Adjective,6,1
약한듯,Adjective,9,1
약함,Adjective,8,1
약해요,Adjective,6,3
약해지는,Verb,10,1
약했다,Adjective,6,1
약했어요,Adjective,8,1
약했을지,Adjective,10,1
약했지만,Adjective,9,1
얄,Noun,5,1
얄미워,Adjective,10,1
얄미웠다,Adjective,8,1
얐,Noun,4,1
양,Modifier,4,1
양,Modifier,6,1
양,Modifier,10,1
양,Noun,1,1
양,Noun,5,1
양,Noun,8,1
양념,Noun,10,1
양도,Noun,10,1
양산,Noun,10,1
양심,Noun,8,1
양인,Noun,1,1
양치기,Noun,2,1
양탄자,Noun,6,1
양탄자,Noun,7,2
얕고,Adjective,10,1
얘,Noun,4,3
얘,Noun,5,1
얘,Noun,8,1
얘,Noun,10,3
얘기,Noun,2,3
얘기,Noun,5,1
얘기,Noun,6,1
얘기,Noun,7,2
얘기,Noun,8,3
얘기,Noun,9,2
얘기,Noun,10,20
얘길,Noun,10,1
얘완,Noun,10,1
어,Eomi,6,1
어,Noun,6,1
어,Noun,7,1
어,Noun,8,2
어,Noun,10,1
어,Suffix,1,1
어,Suffix,4,2
어,Suffix,5,2
어,Suffix,6,3
어,Suffix,7,1
어,Suffix,8,6
어,Suffix,9,1
어,Suffix,10,32
어가,Noun,10,1
어거지,Noun,10,1
어긋나지,Verb,10,1
어깨,Noun,8,1
어깨,Noun,10,3
어느,Adverb,1,1
어느,Adverb,6,1
어느,Adverb,8,1
어느,Adverb,9,1
어느,Modifier,6,2
어느,Modifier,7,1
어느,Modifier,8,1
어느,Modifier,10,11
어느새,Adjective,10,1
어니킹,Noun,10,1
어도,Noun,6,1
어도,Noun,8,1
어도,Noun,10,1
어두운,Noun,4,1
어두워서,Adjective,6,2
어두워서,Adjective,8,1
어두워서,Adjective,10,1
어둡게,Adjective,7,1
어둡고,Adjective,5,1
어드벤처,Noun,10,1
어디,Noun,2,1
어디,Noun,4,1
어디,Noun,6,3
어디,Noun,7,1
어디,Noun,8,5
어디,Noun,9,3
어디,Noun,10,7
어디가,Noun,8,2
어디가,Noun,10,2
어디서,Adverb,4,2
어디서,Adverb,8,1
어디서,Adverb,10,1
어딘가,Noun,10,1
어따,Exclamation,8,1
어땟,Noun,7,1
어땟을까,Noun,6,2
어땟을까,Noun,9,1
어땠을까,Adjective,6,3
어땠을까,Adjective,7,2
어땠을까,Adjective,8,2
어땠을까,Adjective,9,3
어떠냐,Adjective,9,1
어떠셨는지,Adjective,10,1
어떠합니까,Adjective,10,1
어떡하니,Adjective,1,1
어떤,Adjective,3,1
어떤,Adjective,7,1
어떤,Adjective,8,1
어떤,Adjective,9,1
어떤,Adjective,10,6
어떤,Modifier,3,1
어떤,Modifier,4,1
어떤,Modifier,8,3
어떤,Modifier,9,1
어떤,Modifier,10,4
어떤지,Adjective,10,1
어떨까,Adjective,6,1
어떨까,Adjective,10,1
어떨지,Adjective,7,1
어떻,Modifier,4,1
어떻,Modifier,8,1
어떻,Modifier,10,1
어떻게,Adjective,4,3
어떻게,Adjective,6,1
어떻게,Adjective,7,1
어떻게,Adjective,8,8
어떻게,Adjective,9,1
어떻게,Adjective,10,29
어떻고,Adjective,10,1
어떻길,Adjective,8,1
어떻다는,Adjective,10,1
어라고,Verb,2,1
어럈을적,Noun,8,1
어려,Verb,10,1
어려서,Verb,6,1
어려서,Verb,10,3
어려운,Adjective,6,2
어려운,Adjective,7,1
어려운,Adjective,8,1
어려운데,Adjective,1,1
어려운데,Adjective,6,1
어려운듯,Adjective,7,2
어려울,Verb,7,1
어려울,Verb,10,1
어려울테니,Verb,9,1
어려워,Adjective,3,1
어려워서,Adjective,8,1
어려웠어요,Adjective,8,2
어려웠어요,Adjective,9,1
어려웠음,Adjective,4,1
어려웠음,Adjective,8,1
어려웠지만,Adjective,8,1
어려웠지만,Adjective,10,2
어렴풋한,Adjective,4,1
어렵겠죠,Adjective,9,1
어렵고,Adjective,4,1
어렵네,Adjective,5,1
어렵다,Adjective,2,1
어렵다,Adjective,5,1
어렵더라,Adjective,6,1
어렵지,Adjective,6,1
어렷을때,Noun,8,1
어렷을때,Noun,10,3
어렷을적,Noun,6,1
어렷을적,Noun,10,2
어렸을,Verb,1,5
어렸을,Verb,4,2
어렸을,Verb,5,3
어렸을,Verb,6,11
어렸을,Verb,7,6
어렸을,Verb,8,10
어렸을,Verb,9,16
어렸을,Verb,10,82
어루,Noun,2,1
어루만질,Verb,10,1
어른,Noun,1,2
어른,Noun,2,3
어른,Noun,3,1
어른,Noun,4,4
어른,Noun,5,3
어른,Noun,7,2
어른,Noun,8,18
어른,Noun,9,8
어른,Noun,10,80
어른다,Verb,10,1
어른용,Verb,9,1
어리,Verb,5,1
어린,Verb,1,4
어린,Verb,2,2
어린,Verb,4,2
어린,Verb,5,3
어린,Verb,6,6
어린,Verb,7,7
어린,Verb,8,16
어린,Verb,9,12
어린,Verb,10,39
어린데,Verb,10,1
어린데도,Verb,4,1
어린리,Verb,10,1
어린시절,Noun,4,2
어린시절,Noun,5,1
어린시절,Noun,6,1
어린시절,Noun,8,7
어린시절,Noun,9,7
어린시절,Noun,10,42
어린아이,Verb,6,1
어린아이는,Verb,10,1
어린아이었을,Verb,10,1
