형태소,품사,분류,카운트
보러,Verb,3.0,1
보러,Verb,4.0,1
보러,Verb,5.0,1
보러,Verb,7.0,1
보러,Verb,9.0,2
보러,Verb,10.0,10
보러가기,Verb,10.0,1
보러가려고,Verb,10.0,1
보러가셔도,Verb,10.0,1
보러가야,Verb,9.0,1
보러가야지,Verb,10.0,1
보러가요,Verb,10.0,2
보려고,Verb,1.0,1
보려고,Verb,10.0,2
보려다가,Verb,9.0,1
보려다가,Verb,10.0,2
보면,Verb,1.0,10
보면,Verb,3.0,2
보면,Verb,4.0,6
보면,Verb,5.0,7
보면,Verb,6.0,11
보면,Verb,7.0,8
보면,Verb,8.0,12
보면,Verb,9.0,8
보면,Verb,10.0,31
보면다,Verb,1.0,1
보면서,Verb,1.0,7
보면서,Verb,2.0,1
보면서,Verb,5.0,1
보면서,Verb,6.0,2
보면서,Verb,7.0,1
보면서,Verb,9.0,2
보면서,Verb,10.0,5
보면서도,Verb,4.0,1
보면서도,Verb,10.0,1
보삼,Noun,10.0,3
보세,Verb,10.0,1
보세여,Verb,10.0,3
보세요,Verb,1.0,5
보세요,Verb,2.0,2
보세요,Verb,3.0,5
보세요,Verb,4.0,2
보세요,Verb,5.0,2
보세요,Verb,6.0,4
보세요,Verb,7.0,1
보세요,Verb,8.0,8
보세요,Verb,9.0,5
보세요,Verb,10.0,38
보세용,Verb,9.0,1
보세용,Verb,10.0,2
보셈,Verb,1.0,1
보셈,Verb,8.0,1
보셈,Verb,9.0,2
보셈,Verb,10.0,11
보셔도,Verb,8.0,1
보셔도,Verb,10.0,1
보셔야,Verb,1.0,2
보셔야,Verb,10.0,1
보셔요,Verb,10.0,1
보셔용,Verb,7.0,1
보셨,Verb,10.0,1
보셨다면,Verb,10.0,1
보셨으면,Verb,10.0,2
보소,Verb,10.0,1
보스,Noun,8.0,1
보시,Noun,1.0,1
보시,Noun,3.0,1
보시,Noun,5.0,1
보시,Noun,6.0,2
보시,Noun,9.0,1
보시,Noun,10.0,3
보시길,Verb,1.0,1
보시길,Verb,8.0,1
보시길,Verb,10.0,6
보시는게,Verb,3.0,1
보시려면,Verb,6.0,2
보시면,Verb,10.0,1
보신,Noun,10.0,3
보신듯,Verb,10.0,1
보실,Verb,10.0,2
보십시요,Verb,2.0,1
보아,Noun,6.0,1
보아,Noun,9.0,1
보앗,Verb,10.0,1
보았는데,Verb,7.0,1
보았다,Verb,7.0,1
보았다,Verb,10.0,2
보았다면,Verb,10.0,1
보았답니다,Verb,10.0,2
보았던,Verb,8.0,1
보았던,Verb,10.0,1
보았습니다,Verb,10.0,1
보았어요,Verb,8.0,1
보았어요,Verb,10.0,3
보았으나,Verb,10.0,1
보았으면,Verb,10.0,1
보았을,Verb,1.0,1
보았을,Verb,9.0,1
보았을,Verb,10.0,1
보여,Verb,10.0,1
보여여,Verb,1.0,1
보여주고도,Verb,2.0,1
보여주고있네요,Verb,10.0,1
보여주는,Verb,10.0,1
보여주면,Verb,7.0,1
보여주지,Verb,1.0,1
보여준,Verb,7.0,1
보여준게,Verb,1.0,1
보여준다,Verb,3.0,1
보여준다,Verb,7.0,1
보여줘서,Verb,2.0,1
보여줘서,Verb,4.0,1
보여줘요,Verb,10.0,1
보여줬는데,Verb,5.0,1
보여줬다,Verb,5.0,1
보여줬다고,Verb,6.0,1
보여줬다고,Verb,8.0,1
보여줬으면,Verb,10.0,1
보였다,Verb,1.0,1
보였답니다,Verb,10.0,1
보이,Noun,7.0,1
보이,Noun,8.0,1
보이,Noun,10.0,1
보이겠지만,Verb,10.0,1
보이기,Verb,6.0,1
보이기,Verb,9.0,1
보이네요,Verb,8.0,1
보이는,Verb,2.0,1
보이는,Verb,7.0,1
보이는,Verb,10.0,1
보인,Verb,8.0,1
보인다,Verb,10.0,1
보임,Noun,2.0,1
보임,Noun,5.0,1
보임,Noun,7.0,1
보임,Noun,10.0,1
보입니다,Verb,10.0,1
보자,Verb,6.0,1
보자,Verb,8.0,1
보자고,Verb,1.0,1
보자고,Verb,5.0,1
보자고,Verb,6.0,1
보자고,Verb,10.0,1
보자길래,Verb,7.0,1
보자는,Verb,3.0,1
보자마자,Verb,1.0,1
보자면,Verb,6.0,1
보지,Noun,1.0,22
보지,Noun,2.0,2
보지,Noun,3.0,2
보지,Noun,4.0,1
보지,Noun,5.0,3
보지,Noun,6.0,2
보지,Noun,8.0,5
보지,Noun,10.0,17
보지마,Verb,1.0,5
보지마,Verb,2.0,1
보지마,Verb,3.0,1
보지마,Verb,6.0,3
보지마,Verb,10.0,1
보지말것,Verb,3.0,1
보지말길,Verb,10.0,1
보지말라고,Verb,10.0,1
보지말아라,Verb,10.0,1
보지못,Verb,10.0,1
보지못해,Verb,8.0,1
보진,Verb,6.0,1
보진,Verb,9.0,1
보통,Noun,6.0,3
보통,Noun,7.0,1
보통,Noun,10.0,2
복,Noun,1.0,1
복,Noun,10.0,1
복되세요,Adjective,1.0,1
복용,Noun,2.0,1
복은,Noun,1.0,1
복잡하고,Adjective,9.0,1
복제,Noun,7.0,1
본,Modifier,1.0,10
본,Modifier,3.0,2
본,Modifier,5.0,4
본,Modifier,6.0,7
본,Modifier,7.0,7
본,Modifier,8.0,7
본,Modifier,9.0,1
본,Modifier,10.0,23
본,Verb,1.0,8
본,Verb,2.0,1
본,Verb,3.0,4
본,Verb,4.0,2
본,Verb,5.0,4
본,Verb,6.0,3
본,Verb,7.0,4
본,Verb,8.0,1
본,Verb,9.0,4
본,Verb,10.0,26
본가,Noun,9.0,1
본거,Verb,1.0,1
본거,Verb,7.0,1
본거,Verb,8.0,2
본거,Verb,10.0,3
본거냐,Verb,10.0,1
본거냐고,Verb,1.0,1
본거라,Verb,10.0,1
본거야,Verb,9.0,2
본거야,Verb,10.0,2
본거에요,Verb,1.0,1
본건데,Verb,5.0,1
본건데,Verb,8.0,1
본건데,Verb,10.0,1
본것,Verb,5.0,2
본것,Verb,8.0,1
본것,Verb,9.0,2
본것,Verb,10.0,4
본것과,Verb,10.0,1
본것에,Verb,4.0,1
본게,Verb,1.0,1
본게,Verb,2.0,1
본게,Verb,5.0,1
본게,Verb,6.0,1
본게,Verb,10.0,4
본다,Verb,1.0,2
본다,Verb,6.0,1
본다,Verb,10.0,1
본다면,Verb,7.0,1
본다면,Verb,8.0,3
본다면,Verb,10.0,3
본듯,Verb,5.0,1
본만큼,Verb,10.0,1
본인,Noun,1.0,1
본인,Noun,3.0,1
본인,Noun,6.0,1
본인,Noun,10.0,2
본적,Noun,6.0,1
본적,Noun,9.0,1
본적,Noun,10.0,1
본지,Verb,2.0,1
본지는,Verb,10.0,1
볼,Noun,1.0,8
볼,Noun,2.0,4
볼,Noun,3.0,4
볼,Noun,5.0,7
볼,Noun,6.0,31
볼,Noun,7.0,39
볼,Noun,8.0,54
볼,Noun,9.0,20
볼,Noun,10.0,72
볼,Verb,7.0,1
볼가치가,Verb,1.0,1
볼가치는,Verb,10.0,1
볼가치도,Verb,5.0,1
볼거,Verb,7.0,2
볼거,Verb,8.0,1
볼거,Verb,9.0,1
볼거,Verb,10.0,1
볼거라곤,Verb,1.0,1
볼거리,Noun,2.0,1
볼거리,Noun,3.0,1
볼거리,Noun,4.0,1
볼거리,Noun,5.0,5
볼거리,Noun,6.0,9
볼거리,Noun,7.0,9
볼거리,Noun,8.0,7
볼거리,Noun,9.0,6
볼거리,Noun,10.0,10
볼건,Verb,6.0,1
볼걸,Noun,1.0,1
볼걸,Noun,6.0,1
볼걸,Noun,10.0,1
볼것,Verb,1.0,1
볼것,Verb,9.0,1
볼것,Verb,10.0,2
볼까,Verb,1.0,1
볼까,Verb,9.0,2
볼까,Verb,10.0,1
볼까봐,Verb,9.0,1
볼꺼라고,Verb,5.0,1
볼꺼라곤,Verb,2.0,1
볼꺼야,Verb,10.0,3
볼껄,Noun,1.0,2
볼껄,Noun,3.0,1
볼껄,Noun,4.0,1
볼껄,Noun,5.0,1
볼껄,Noun,6.0,1
볼듯,Verb,5.0,1
볼때,Noun,8.0,2
볼때,Noun,9.0,1
볼때,Noun,10.0,1
볼땐,Noun,10.0,3
볼라,Noun,2.0,1
볼라,Noun,10.0,1
볼라,Verb,10.0,1
볼려,Noun,1.0,1
볼려,Verb,6.0,1
볼려고,Verb,1.0,1
볼려고,Verb,10.0,1
볼려곸,Noun,10.0,1
볼려다가,Verb,10.0,2
볼록,Adverb,10.0,1
볼만했엇구,Noun,10.0,1
볼맛,Noun,8.0,1
볼매,Verb,10.0,2
볼수,Verb,6.0,1
볼수,Verb,8.0,1
볼수가,Verb,2.0,1
볼수도,Verb,10.0,1
볼수록,Verb,10.0,5
볼수있는,Verb,7.0,1
볼수있는,Verb,9.0,2
볼수있는,Verb,10.0,2
볼수있다고,Verb,10.0,1
볼수있어서,Verb,10.0,1
볼수있었고,Verb,10.0,1
볼수있었당,Verb,10.0,1
볼수있었던거,Verb,8.0,1
볼수있을듯,Verb,10.0,1
볼줄안다면,Verb,10.0,1
봄,Noun,1.0,3
봄,Noun,4.0,2
봄,Noun,7.0,2
봄,Noun,8.0,3
봄,Noun,9.0,2
봄,Noun,10.0,7
봄,Verb,10.0,1
봅니다,Verb,6.0,1
봅니다,Verb,7.0,1
봅니다,Verb,10.0,1
봅시다,Verb,10.0,2
봉지,Noun,1.0,1
봉하,Noun,5.0,1
봐,Verb,1.0,2
봐,Verb,3.0,1
봐,Verb,4.0,1
봐,Verb,6.0,2
봐,Verb,7.0,5
봐,Verb,8.0,4
봐,Verb,9.0,2
봐,Verb,10.0,12
봐꺼서,Verb,10.0,1
봐는데,Verb,4.0,1
봐도,Verb,1.0,2
봐도,Verb,2.0,2
봐도,Verb,3.0,4
봐도,Verb,4.0,1
봐도,Verb,5.0,2
봐도,Verb,6.0,1
봐도,Verb,7.0,5
봐도,Verb,8.0,5
봐도,Verb,9.0,4
봐도,Verb,10.0,35
봐라,Verb,1.0,1
봐라,Verb,2.0,1
봐라,Verb,10.0,3
봐랑,Verb,10.0,1
봐서,Verb,1.0,4
봐서,Verb,2.0,2
봐서,Verb,3.0,1
봐서,Verb,4.0,3
봐서,Verb,5.0,1
봐서,Verb,6.0,2
봐서,Verb,7.0,8
봐서,Verb,8.0,6
봐서,Verb,9.0,3
봐서,Verb,10.0,25
봐썻는데,Noun,10.0,1
봐야,Verb,1.0,1
봐야,Verb,5.0,2
봐야,Verb,6.0,1
봐야,Verb,7.0,2
봐야,Verb,8.0,2
봐야,Verb,9.0,1
봐야,Verb,10.0,9
봐야겠네,Verb,1.0,1
봐야겠네요,Verb,10.0,1
봐야겠어요,Verb,10.0,2
봐야지,Verb,8.0,1
봐야지,Verb,10.0,7
봐요,Verb,4.0,1
봐요,Verb,5.0,1
봐요,Verb,6.0,1
봐요,Verb,7.0,3
봐요,Verb,8.0,1
봐요,Verb,10.0,2
봐용,Verb,10.0,1
봐주겠다,Verb,7.0,1
봐주었던,Verb,3.0,1
봐줄,Verb,2.0,1
봐줄,Verb,5.0,1
봐줄,Verb,10.0,2
봐줄만,Verb,1.0,2
봐줄만,Verb,2.0,1
봐줄만,Verb,4.0,1
봐줄만,Verb,6.0,2
봐줄만,Verb,8.0,1
봣,Noun,2.0,1
봣,Noun,4.0,1
봣,Noun,6.0,1
봣,Noun,8.0,1
봣,Noun,10.0,3
봣는데,Noun,3.0,1
봣는데,Noun,9.0,1
봣는데,Noun,10.0,7
봣는데또재밋다,Noun,10.0,1
봣다,Noun,1.0,1
봣다,Noun,10.0,1
봣더,Noun,3.0,1
봣써용,Noun,10.0,1
봣어,Noun,10.0,3
봣었는데,Noun,5.0,1
봣으,Noun,10.0,1
봣으면재밋엇을텐,Noun,9.0,1
봣음,Noun,10.0,3
봤,Verb,1.0,1
봤,Verb,7.0,1
봤,Verb,9.0,1
봤,Verb,10.0,2
봤거든요,Verb,8.0,1
봤건만,Verb,1.0,2
봤겄,Noun,1.0,1
봤겠다,Verb,6.0,1
봤고,Verb,5.0,1
봤고,Verb,9.0,3
봤고,Verb,10.0,1
봤구,Verb,10.0,1
봤구만,Verb,10.0,1
봤구요,Verb,9.0,1
봤기,Verb,8.0,1
봤나,Verb,8.0,1
봤나,Verb,10.0,2
봤네,Verb,1.0,1
봤네요,Verb,8.0,2
봤네요,Verb,10.0,4
봤느데,Noun,10.0,1
봤는,Verb,6.0,1
봤는,Verb,8.0,1
봤는,Verb,9.0,1
봤는대,Verb,10.0,2
봤는데,Verb,1.0,30
봤는데,Verb,2.0,5
봤는데,Verb,3.0,2
봤는데,Verb,4.0,9
봤는데,Verb,5.0,11
봤는데,Verb,6.0,12
봤는데,Verb,7.0,19
봤는데,Verb,8.0,28
봤는데,Verb,9.0,21
봤는데,Verb,10.0,117
봤는데도,Verb,1.0,4
봤는데도,Verb,3.0,1
봤는데도,Verb,4.0,1
봤는데도,Verb,7.0,1
봤는데도,Verb,8.0,1
봤는데도,Verb,10.0,3
봤는데여,Verb,10.0,1
봤는데요,Verb,10.0,3
봤는데전,Verb,10.0,1
봤는디,Verb,6.0,1
봤는디,Verb,10.0,1
봤는지,Verb,6.0,1
봤는지,Verb,7.0,1
봤는지,Verb,8.0,1
봤는지,Verb,10.0,2
봤다,Verb,1.0,2
봤다,Verb,3.0,1
봤다,Verb,4.0,3
봤다,Verb,5.0,3
봤다,Verb,6.0,2
봤다,Verb,7.0,4
봤다,Verb,8.0,5
봤다,Verb,9.0,5
봤다,Verb,10.0,14
봤다가,Verb,1.0,3
봤다가,Verb,2.0,1
봤다가,Verb,4.0,1
봤다가,Verb,10.0,2
봤다고,Verb,9.0,1
봤다는,Verb,7.0,1
봤다면,Verb,1.0,1
봤다면,Verb,6.0,2
봤다면,Verb,8.0,1
봤다면,Verb,9.0,1
봤다면,Verb,10.0,2
봤답니다,Verb,10.0,1
봤답니당,Verb,10.0,1
봤당,Verb,4.0,1
봤더니,Verb,1.0,1
봤더니,Verb,4.0,1
봤더니,Verb,8.0,2
봤더니,Verb,10.0,2
봤던,Verb,1.0,2
봤던,Verb,2.0,1
봤던,Verb,3.0,1
봤던,Verb,5.0,1
봤던,Verb,6.0,1
봤던,Verb,9.0,1
봤던,Verb,10.0,7
봤던것,Verb,10.0,1
봤슴다,Noun,8.0,1
봤습니다,Verb,1.0,2
봤습니다,Verb,6.0,1
봤습니다,Verb,7.0,2
봤습니다,Verb,8.0,5
봤습니다,Verb,9.0,4
봤습니다,Verb,10.0,19
봤어,Verb,1.0,6
봤어,Verb,3.0,2
봤어,Verb,4.0,2
봤어,Verb,8.0,1
봤어,Verb,10.0,1
봤어도,Verb,10.0,1
봤어여,Verb,8.0,1
봤어여,Verb,10.0,2
봤어요,Verb,1.0,1
봤어요,Verb,7.0,3
봤어요,Verb,8.0,10
봤어요,Verb,9.0,11
봤어요,Verb,10.0,59
봤어용,Verb,10.0,3
봤었는데,Verb,7.0,1
봤었는데,Verb,10.0,4
봤었는지,Verb,1.0,1
봤으나,Verb,6.0,1
봤으니,Verb,1.0,1
봤으니,Verb,7.0,1
봤으니까,Verb,10.0,2
봤으면,Verb,1.0,2
봤으면,Verb,4.0,4
봤으면,Verb,5.0,1
봤으면,Verb,6.0,1
봤으면,Verb,8.0,2
봤으면,Verb,9.0,1
봤으면,Verb,10.0,8
봤을,Verb,1.0,1
봤을,Verb,6.0,1
봤을,Verb,7.0,1
봤을,Verb,8.0,1
봤을,Verb,10.0,3
봤을듯,Verb,9.0,1
봤을떄,Noun,7.0,1
봤을텐데,Verb,6.0,1
봤음,Verb,1.0,4
봤음,Verb,4.0,3
봤음,Verb,5.0,1
봤음,Verb,7.0,1
봤음,Verb,8.0,2
봤음,Verb,9.0,1
봤음,Verb,10.0,20
봤음에도,Verb,9.0,1
봤죠,Verb,10.0,1
봤지,Verb,1.0,3
봤지,Verb,4.0,1
봤지,Verb,6.0,1
봤지만,Verb,4.0,1
봤지만,Verb,5.0,1
봤지만,Verb,6.0,2
봤지만,Verb,7.0,4
봤지만,Verb,9.0,2
봤지만,Verb,10.0,7
뵜어요,Verb,10.0,1
부,Noun,6.0,1
부,Noun,8.0,1
부,Noun,10.0,3
부담,Noun,10.0,2
부도,Noun,10.0,1
부디,Noun,4.0,1
부러웠다,Adjective,9.0,1
부르는,Verb,1.0,1
부른,Verb,5.0,1
부모님,Noun,9.0,1
부모님,Noun,10.0,1
부문,Noun,10.0,1
부분,Noun,1.0,1
부분,Noun,2.0,2
부분,Noun,3.0,1
부분,Noun,4.0,2
부분,Noun,5.0,3
부분,Noun,6.0,3
부분,Noun,7.0,5
부분,Noun,8.0,12
부분,Noun,9.0,7
부분,Noun,10.0,11
부수,Noun,10.0,1
부시,Noun,9.0,1
부실,Noun,5.0,1
부실하고,Adjective,4.0,1
부실하네요,Adjective,7.0,1
부실하다,Adjective,10.0,1
부실한,Adjective,6.0,1
부실한,Adjective,7.0,1
부실함,Adjective,3.0,1
부여잡고,Verb,1.0,1
부응,Noun,10.0,1
부인,Noun,10.0,1
부자연스럽고,Adjective,1.0,1
부자연스럽고,Adjective,6.0,1
부재,Noun,5.0,1
부족,Noun,1.0,1
부족,Noun,4.0,1
부족,Noun,6.0,2
부족,Noun,7.0,4
부족,Noun,8.0,1
부족,Noun,9.0,3
부족,Noun,10.0,1
부족하게,Adjective,2.0,1
부족하다,Adjective,6.0,1
부족하다,Adjective,7.0,1
부족하다,Adjective,9.0,1
부족하다고,Adjective,7.0,1
부족하다고,Adjective,9.0,1
부족하지만,Adjective,7.0,2
부족하지만,Adjective,8.0,1
부족한,Adjective,5.0,1
부족한,Adjective,6.0,6
부족한,Adjective,7.0,2
부족한,Adjective,8.0,3
부족한,Adjective,9.0,1
부족한,Adjective,10.0,2
부족한건,Adjective,7.0,1
부족한것,Adjective,8.0,1
부족한것,Adjective,9.0,1
부족한듯,Adjective,5.0,1
부족한듯,Adjective,7.0,2
부족한듯,Adjective,8.0,1
부족한듯,Adjective,9.0,1
부족함,Noun,5.0,1
부족함,Noun,6.0,1
부족해,Adjective,3.0,1
부족해,Adjective,9.0,1
부족해서,Adjective,1.0,1
부족해요,Adjective,8.0,1
부족했나,Adjective,6.0,1
부족했음,Adjective,7.0,1
부족했음,Adjective,9.0,1
부족했음,Adjective,10.0,1
부족했지만,Adjective,9.0,1
부진,Noun,5.0,1
부쩍,Noun,4.0,1
부터,Josa,1.0,1
부터,Josa,4.0,1
부터,Josa,5.0,1
부터,Josa,6.0,3
부터,Josa,7.0,1
부터,Josa,8.0,1
부터,Josa,9.0,4
부터,Josa,10.0,10
부터,Noun,7.0,1
부터,Noun,8.0,1
부터,Noun,10.0,1
부터가,Josa,7.0,1
부터는,Josa,5.0,1
부터는,Josa,10.0,1
분,Noun,1.0,5
분,Noun,2.0,3
분,Noun,3.0,2
분,Noun,5.0,1
분,Noun,6.0,1
분,Noun,7.0,1
분,Noun,8.0,1
분,Noun,9.0,2
분,Noun,10.0,16
분과,Noun,5.0,1
분다,Noun,9.0,1
분도,Noun,4.0,1
분동,Noun,4.0,1
분들,Suffix,1.0,2
분들,Suffix,2.0,1
분들,Suffix,5.0,1
분들,Suffix,10.0,6
분량,Noun,10.0,1
분리,Noun,7.0,1
분만,Noun,8.0,1
분명,Noun,8.0,1
분명,Noun,10.0,1
분명하더라,Adjective,8.0,1
분명한,Adjective,8.0,1
분명한,Adjective,10.0,1
분위기,Noun,1.0,1
분위기,Noun,5.0,1
분위기,Noun,6.0,5
분위기,Noun,7.0,1
분위기,Noun,8.0,11
분위기,Noun,9.0,7
분위기,Noun,10.0,17
분이라면,Verb,9.0,1
분이라면,Verb,10.0,2
분장,Noun,1.0,1
분장,Noun,4.0,1
분장,Noun,6.0,1
분장,Noun,7.0,2
분장,Noun,8.0,3
분장,Noun,9.0,1
분장,Noun,10.0,7
불가,Noun,1.0,1
불가,Noun,2.0,1
불가,Noun,10.0,1
불가능,Noun,10.0,2
불가능한,Adjective,10.0,2
불과,Noun,4.0,1
불구,Noun,1.0,1
불구,Noun,5.0,2
불구,Noun,6.0,1
불구,Noun,10.0,2
불군,Verb,10.0,1
불러,Verb,6.0,1
불러,Verb,8.0,1
불러서,Verb,10.0,1
불렀길래,Verb,9.0,1
불로,Noun,10.0,1
불륜,Noun,6.0,1
불리,Noun,6.0,1
불면증,Noun,3.0,1
불명,Noun,5.0,1
불문,Noun,9.0,1
불법,Noun,1.0,1
불쌍,Noun,6.0,1
불쌍,Noun,8.0,1
불쌍하고,Adjective,7.0,1
불쌍하고,Adjective,9.0,1
불쌍하네,Adjective,10.0,1
불쌍하다,Adjective,10.0,2
불쌍하더라,Adjective,10.0,1
불쌍함,Adjective,10.0,1
불쌍해서,Adjective,10.0,1
불쌍해지는,Adjective,10.0,1
불쌍했구,Adjective,6.0,1
불안,Noun,7.0,1
불안한,Adjective,7.0,1
불을,Foreign,10.0,1
불편해,Adjective,8.0,1
불편해서,Adjective,10.0,1
불편했던,Adjective,10.0,1
불편했음,Adjective,9.0,1
불편했지만,Adjective,9.0,1
불평,Noun,10.0,1
붉은,Adjective,1.0,4
붉은,Adjective,2.0,3
붉은,Adjective,3.0,2
붉은,Adjective,5.0,7
붉은,Adjective,6.0,6
붉은,Adjective,7.0,4
붉은,Adjective,8.0,14
붉은,Adjective,9.0,4
붉은,Adjective,10.0,35
붙여라,Verb,5.0,1
붙였다는데,Verb,5.0,1
붙일,Verb,10.0,1
뷁,Noun,8.0,1
뷰,Noun,10.0,1
뷰티풀,Noun,10.0,1
뷴점,Noun,1.0,1
브,Noun,10.0,1
브라,Noun,10.0,1
브라보,Noun,9.0,1
블랙,Noun,1.0,1
블랙유머,Noun,6.0,1
블록버스터,Noun,9.0,1
블루레이,Noun,7.0,1
비,Noun,1.0,3
비,Noun,3.0,2
비,Noun,5.0,2
비,Noun,7.0,3
비,Noun,9.0,3
비,Noun,10.0,2
비교,Noun,4.0,1
비교,Noun,5.0,1
비교,Noun,6.0,1
비교,Noun,7.0,2
비교,Noun,8.0,1
비교,Noun,9.0,1
비교,Noun,10.0,8
비극,Noun,6.0,1
비꼬는,Verb,10.0,1
비단,Noun,8.0,1
비디오,Noun,1.0,1
비디오,Noun,8.0,1
비록,Noun,6.0,1
비록,Noun,8.0,4
비록,Noun,10.0,3
비롯,Noun,9.0,1
비슷,Noun,4.0,1
비슷,Noun,7.0,1
비슷,Noun,10.0,1
비슷비슷,Noun,10.0,1
비슷하구,Adjective,1.0,1
비슷한,Adjective,2.0,1
비슷한거,Adjective,5.0,1
비슷한건,Adjective,10.0,1
비슷한데,Adjective,8.0,1
비슷해,Adjective,5.0,1
비슷해서,Adjective,6.0,1
비슷해서,Adjective,7.0,2
비슷해서,Adjective,9.0,1
비슷했지만,Adjective,10.0,2
비싸게,Adjective,10.0,1
비싸고,Adjective,1.0,1
비싸지만,Adjective,10.0,1
비싼,Adjective,2.0,1
비싼,Adjective,4.0,1
비싼,Adjective,6.0,1
비싼,Adjective,7.0,1
비싼데,Adjective,4.0,1
비싼데,Adjective,6.0,1
비쌌지만,Adjective,10.0,1
비안,Verb,10.0,1
비어있다,Verb,6.0,1
비우고,Verb,8.0,2
비우고,Verb,9.0,1
비우고,Verb,10.0,1
비유,Noun,5.0,1
비유,Noun,9.0,1
비주,Noun,1.0,2
비주,Noun,3.0,3
비주,Noun,4.0,1
비주,Noun,5.0,1
비주,Noun,6.0,2
비주,Noun,7.0,7
비주,Noun,8.0,2
비주,Noun,10.0,3
비중,Noun,1.0,1
비중,Noun,9.0,1
비쥬,Noun,3.0,2
비쥬,Noun,5.0,1
비쥬,Noun,6.0,2
비쥬,Noun,7.0,7
비쥬,Noun,8.0,8
비쥬,Noun,10.0,4
비창,Noun,10.0,1
비추,Verb,1.0,11
비추,Verb,5.0,1
비추,Verb,6.0,2
비추,Verb,8.0,3
비추,Verb,10.0,2
비추에요,Verb,1.0,1
비틀,Noun,9.0,1
비해,Verb,4.0,2
비해,Verb,5.0,2
비해,Verb,6.0,3
비해,Verb,7.0,2
비해,Verb,8.0,2
비해,Verb,9.0,1
비해,Verb,10.0,5
빅,Noun,3.0,1
빅,Noun,5.0,1
빅피쉬,Noun,1.0,1
빅피쉬,Noun,5.0,1
빅피쉬,Noun,6.0,1
빅피쉬,Noun,9.0,1
빈곤하고,Adjective,6.0,1
빈약하나,Adjective,9.0,1
빈약하네요,Adjective,1.0,1
빈약하다,Adjective,6.0,1
빈약하지,Adjective,5.0,1
빈약한,Adjective,7.0,1
빌런,Noun,1.0,1
빌려,Verb,1.0,2
빌려,Verb,4.0,1
빌려,Verb,6.0,1
빗,Noun,6.0,1
빙글,Adverb,8.0,1
빙의,Noun,8.0,1
빛,Noun,4.0,1
빛,Noun,6.0,1
빛,Noun,8.0,1
빛나는,Verb,10.0,1
빛나지만,Verb,7.0,1
빛난다고,Verb,5.0,1
빛난당,Verb,10.0,1
빛남,Verb,10.0,1
빠,Noun,1.0,1
빠,Noun,5.0,1
빠돌이,Noun,5.0,1
빠르고,Adjective,1.0,1
빠르구,Adjective,7.0,1
빠른,Adjective,1.0,1
빠른,Adjective,5.0,1
빠른,Adjective,7.0,1
빠른,Adjective,10.0,3
빠른가,Adjective,8.0,1
빠른것,Adjective,7.0,1
빠른것,Adjective,8.0,1
빠른게,Adjective,10.0,1
빠름,Adjective,7.0,1
빠름,Adjective,8.0,1
빠름,Adjective,10.0,1
빠저들어버렷,Noun,10.0,1
빠져,Verb,8.0,1
빠져드는,Verb,10.0,3
빠져든다,Verb,9.0,1
빠져든다는,Verb,7.0,1
빠져든다는,Verb,10.0,2
빠져들,Verb,7.0,1
빠져들게,Verb,8.0,1
빠져들게,Verb,10.0,1
빠져들어,Verb,10.0,1
빠져들어서,Verb,10.0,1
빠져들었다,Verb,10.0,2
빠져들었습니다,Verb,10.0,1
빠져듬,Noun,10.0,1
빠져서,Verb,10.0,1
빠져있는게,Verb,10.0,1
빠졌다,Verb,5.0,1
빠졌어요,Verb,10.0,2
빠졌음,Verb,10.0,1
빠지게,Verb,10.0,1
빠지고,Verb,4.0,1
빠지기에,Verb,10.0,1
빠지는,Verb,10.0,1
빠지는줄,Verb,4.0,1
빠진,Verb,5.0,1
빠진,Verb,7.0,1
빠진것,Verb,7.0,1
빠질,Verb,1.0,1
빠질,Verb,7.0,1
빠질,Verb,9.0,1
빠질,Verb,10.0,2
빠질꺼에요,Verb,9.0,1
빡,Noun,1.0,1
빡,Noun,7.0,1
빡,Noun,10.0,3
빡쳐,Adjective,1.0,1
빡치는데,Adjective,1.0,1
빡침,Adjective,4.0,1
빤,Verb,2.0,1
빤,Verb,4.0,1
빤,Verb,10.0,1
빤거,Verb,5.0,1
빨,Noun,1.0,1
빨,Noun,3.0,2
빨,Noun,8.0,2
빨,Noun,9.0,1
빨,Noun,10.0,1
빨간,Adjective,1.0,1
빨간,Adjective,3.0,1
빨간,Adjective,5.0,1
빨간,Adjective,6.0,1
빨간,Adjective,7.0,3
빨간,Adjective,8.0,1
빨간,Adjective,9.0,1
빨간,Adjective,10.0,10
빨간나라,Adjective,4.0,1
빨간나라,Adjective,10.0,1
빨라,Adjective,7.0,1
빨랐던게,Adjective,10.0,1
빨랐지만,Adjective,8.0,1
빨리,Adverb,1.0,1
빨리,Adverb,5.0,2
빨리,Adverb,6.0,1
빨리,Adverb,8.0,1
빨리,Adverb,10.0,6
빨리나왓으,Noun,10.0,2
빵빵,Noun,9.0,1
빵빵,Noun,10.0,1
빵점줌,Noun,4.0,1
빵터짐,Adjective,5.0,1
빵터짐,Adjective,9.0,1
빼고,Verb,1.0,1
빼고,Verb,6.0,1
빼고,Verb,7.0,2
빼고는,Verb,5.0,2
빼고는,Verb,6.0,1
빼고는,Verb,8.0,1
빼곤,Verb,1.0,2
빼곤,Verb,4.0,2
빼곤,Verb,5.0,1
빼곤,Verb,6.0,1
